ppg
timestamp	value
1623665313986	4980829
1623665314015	4982263
1623665314049	4982017
1623665314083	4982901
1623665314118	4983079
1623665314151	4984713
1623665314185	4987645
1623665314218	4990033
1623665314248	4990799
1623665314284	4990785
1623665314317	4993404
1623665314354	4995713
1623665314399	4996750
1623665314420	4999686
1623665314453	4998885
1623665314486	4997977
1623665314523	4999829
1623665314558	5003530
1623665314595	5004116
1623665314622	5004594
1623665314657	5008257
1623665314688	5013040
1623665314723	5013395
1623665314760	5010820
1623665314794	5007985
1623665314827	5004541
1623665314860	5002224
1623665314893	5004431
1623665314926	5002162
1623665314960	5002082
1623665315007	5000292
1623665315041	5000165
1623665315064	5000014
1623665315097	4998118
1623665315129	4998409
1623665315162	4998907
1623665315205	4999008
1623665315237	4999423
1623665315264	5000086
1623665315300	5003924
1623665315332	5003424
1623665315365	5004938
1623665315402	5004706
1623665315435	5005406
1623665315463	5004668
1623665315499	5004076
1623665315536	5005552
1623665315577	5005330


Heartbeats raw:
timestamp	RR
1623665277927	0
1623665278334	407
1623665279026	692
1623665279581	555
1623665280114	533
1623665280655	541
1623665281022	367
1623665281499	477
1623665281975	476
1623665282647	672
1623665283273	626
1623665283820	547
1623665284748	928
1623665285681	933
1623665286612	931
1623665287551	939
1623665288539	988
1623665289537	998
1623665290510	973
1623665291494	984
1623665292474	980
1623665293412	938
1623665294397	985
1623665295359	962
1623665296344	985
1623665302012	5668
1623665302971	959
1623665304161	1190
1623665304980	819
1623665305748	768
1623665309007	3259
1623665310004	997
